,train_mae,train_rmse,val_mae,val_rmse
0,0.6301322680301767,0.7986639711868218,0.4231355792946286,0.5739388568732943
1,0.4691994390475056,0.632872095391031,0.3668297264311049,0.5080343707290337
2,0.44045957292198507,0.5982467908311668,0.3370048575931125,0.4747985992885183
3,0.4071753870242487,0.5559196480651719,0.30846551921632553,0.43996043783296834
4,0.38106947727304286,0.522989183130332,0.28614816764990486,0.4121893481236523
5,0.3642566221416312,0.5043845306444384,0.2759735915395949,0.3986228177391111
6,0.3547415280783618,0.4919581504037698,0.27078227599461874,0.3909279318367989
7,0.344921281098058,0.48108225459561615,0.26200823055373296,0.3800209190981718
8,0.3403286400926176,0.4769979035698308,0.2571253369251887,0.37450959913617454
9,0.33562027091387087,0.46994874190851355,0.25670050217045676,0.3747926240187486
10,0.331692432363828,0.4654322557747109,0.25407892134454513,0.3716450908821052
11,0.32929818474111106,0.464697012074841,0.25463627676169076,0.37146295418203484
12,0.3276102630391953,0.4622206538857414,0.249270408683353,0.3662040307417991
13,0.3234341732724003,0.45664185677878055,0.24578760001394484,0.36256673600951905
14,0.32178962514514015,0.4521193670613731,0.24615230196052126,0.36336077272083495
15,0.32309854385398684,0.45412159172559713,0.24529670940505133,0.3620952618996835
16,0.31767898451083554,0.4492301689365723,0.2440884977579117,0.36109980704066086
17,0.3177585216268661,0.44886700478842084,0.24236646029684278,0.3594755370724071
18,0.3143398179894402,0.446446931899161,0.2426630589697096,0.35937429315156577
19,0.3135820161255579,0.4441624057086783,0.240088575747278,0.3564352311054266
20,0.3130197785203419,0.44416981218840446,0.24171026580863528,0.35783704826643553
21,0.31186527723357793,0.44357143089820816,0.2397310283448961,0.35533293620275835
22,0.31041112329278675,0.4407845645417595,0.23727672000726063,0.3531789872255488
23,0.3073420813947758,0.43793798775793635,0.23948967158794404,0.3564365449753211
24,0.3075616354191745,0.4367955602270513,0.23380968968073526,0.35005156448455216
25,0.30703491122318954,0.43819598214412225,0.23420774108833736,0.35045725268007344
26,0.307194990534631,0.43609968650527714,0.23408216734727225,0.3495947990480927
27,0.3048973495840396,0.43467240898326165,0.23475481834676531,0.3495890674814158
