,train_mae,train_rmse,val_mae,val_rmse
0,0.6946375028628139,0.9208792700511081,0.5666962256354671,0.8245843771240225
1,0.6872167262672818,0.9143235320002057,0.5628912612315147,0.8211146778923945
2,0.6839999640491646,0.9094573219372838,0.5605971870883819,0.8169349845895273
3,0.6814656266024415,0.9054794166445759,0.5582687350050095,0.8131018626801643
4,0.6792260551116835,0.901467107514119,0.556874888077859,0.8103360414488563
5,0.6771394876247281,0.8981328701241394,0.5553373564635554,0.8079258694555338
6,0.6751074071781177,0.8947904396525118,0.5533487940988233,0.8044757193972648
7,0.6728168849094373,0.8915366143392411,0.5513020672144429,0.8010772356153674
8,0.6696484978769867,0.8869708620907657,0.5484682629185338,0.7968230619641862
9,0.6651232236987549,0.8813338707838515,0.5443953828465554,0.7910638761825045
10,0.6607926904875348,0.8759873784988815,0.5401921031936523,0.7852998338062792
11,0.6555501600386391,0.8693502123640442,0.5363418916540761,0.7801564247579353
12,0.6505183848976529,0.8639704876497053,0.5302664507781306,0.7735247623368211
13,0.644351409914348,0.8571212686929468,0.5256187742756259,0.766618072350795
14,0.6383342980778833,0.849689447303084,0.5194777375267398,0.7593448969324272
15,0.6315634384961195,0.8420304440309974,0.5133345410708459,0.751831241377457
16,0.6263124660147188,0.8357120767505957,0.50768849349791,0.7441560635278522
17,0.6203725679379674,0.8283612227529559,0.5011119116698542,0.7363091782415211
18,0.615506047933874,0.8225622455588735,0.4958281973677297,0.7288974288334388
19,0.6105035313977881,0.8163444808789954,0.4906313121318817,0.7215238720420284
20,0.6052155872465859,0.8102523758082292,0.48629845198123683,0.7152966880445777
21,0.6017978423637963,0.8050770681844456,0.4825618286286631,0.7098038921130875
22,0.5962951323236099,0.7989782813187722,0.4778194292899101,0.7029146488245664
23,0.5933064264310918,0.7944140292045683,0.4730052750918173,0.6969166681553648
24,0.5890232861881525,0.7893830645066683,0.469410766997645,0.691571156722961
25,0.5845726093216121,0.7833040218951313,0.4651467929924688,0.6855434336653484
26,0.5809087951978048,0.7781779774202144,0.4617053121328354,0.6809979811996659
27,0.5759405863117164,0.7720935318404968,0.45792187365793413,0.6749218849247167
28,0.5730893914128693,0.7679421555396574,0.4552374419666106,0.6708147195807346
29,0.5677588794712729,0.7619033187594136,0.45114542351615045,0.6656063616961132
30,0.5644841809787661,0.7568657384860754,0.44726716126165084,0.6604501914840768
31,0.5609669218040968,0.7526484331304027,0.4446819415015559,0.6564621556784022
32,0.5572957192228434,0.7479403850926126,0.44187554572859117,0.651801610760872
33,0.5527598412943558,0.741453693399232,0.4386274242593396,0.6466218738756876
34,0.5502781805018304,0.7387824518350322,0.43569045874380297,0.6424606781438986
35,0.5468825450245763,0.7341818950486823,0.4322464321890185,0.6382078863855385
36,0.5422252303277942,0.728457429972767,0.43014234592837675,0.6340987059974822
37,0.5397594723623124,0.7248808331049078,0.4265888107399787,0.6294712394225289
38,0.5370454080227954,0.7213764627850502,0.4240177201647912,0.6253313324582055
39,0.5338644221634932,0.7175533956300278,0.42150342368310495,0.6214682010795125
40,0.530321586160033,0.7137562627547316,0.41834527254104614,0.6171211442211099
41,0.5276241457798112,0.7100392868728781,0.41674799544195973,0.6140363632409875
42,0.5245803535824091,0.7058653537094225,0.4130424616798278,0.610810227658692
43,0.522425353247235,0.7037880133122775,0.4108893501181756,0.6072170338316306
44,0.5195304828350533,0.6996858744195683,0.40876337501310533,0.6041707967660152
45,0.5167147587162788,0.6968892302439853,0.40666423882207564,0.6016392852590472
46,0.51448201839353,0.6937240532486272,0.4040410230236669,0.5978823814493172
47,0.5128415922323862,0.6910409637058288,0.40187398320244205,0.5957490125681019
48,0.5104571291258637,0.6883341335206271,0.4000221183223109,0.593857081169442
49,0.5087624346146561,0.6863481852026727,0.39846643084479916,0.5911607242161717
50,0.5065013438882963,0.6839533621745175,0.3964725843360347,0.5886829259151047
51,0.5043815784331219,0.6809275038298932,0.39455868015366213,0.5857193075026598
52,0.5018212707109855,0.6779211162027803,0.3934184288786304,0.5842296962912
53,0.5016143454912123,0.6774447442955768,0.39195963019324886,0.5816230349954294
54,0.4983490154217107,0.6736473138358342,0.3897656668578425,0.5793799413068165
55,0.49651257938622306,0.6712772928400091,0.38811015121398434,0.5773614573903084
56,0.49411247901513544,0.6690689804537866,0.3864975614893821,0.5748650745485441
57,0.4922462023200004,0.666554719604753,0.38428234188787397,0.5717853141954855
58,0.49112250421528525,0.6651567102301854,0.38291962588987044,0.5700892914733141
59,0.48912685256049104,0.6620267381972661,0.3814908477567857,0.5677376020638144
60,0.48783918459650494,0.6606420571304797,0.37935573343307744,0.5658135224705809
61,0.48554219438436447,0.6580514777118651,0.37801329983818915,0.5628719194106895
62,0.48376125223200084,0.6555153206191497,0.3759365091400762,0.5605580600078386
63,0.4816849049827862,0.6534709541646307,0.37433642821927227,0.5584510601183675
64,0.48014670204668536,0.6513287464525448,0.37274258463613447,0.5556946992605813
65,0.4779039982339026,0.6482893493334667,0.37164595578947374,0.553514630157461
66,0.4760282494372605,0.6462358457170345,0.36960533886186536,0.5506724394342082
67,0.4745549369306072,0.6436085711076797,0.3682136631781055,0.5484626699736448
68,0.47162210297696466,0.6403645608836123,0.3654021337147682,0.545151518667858
69,0.4701046389593205,0.637944674608835,0.3640722930431366,0.5423308518641936
70,0.4688199359766195,0.636588310888058,0.36208886436877713,0.5395289681574016
71,0.466638274315937,0.633233524806574,0.3609089985970528,0.5369938607047118
72,0.46511345388184133,0.6310719206149349,0.358721966224332,0.5343455579980527
73,0.46267581083964854,0.628443513041566,0.35723896180429765,0.5320529547347727
